age,income,region,job_type,owns_car,amount_spent,score,target
62,26105,East,HR,1,1130,0.72,0
49,56607,East,Sales,0,240,0.37,0
62,49705,North,Tech,1,1204,0.09,0
64,58287,East,HR,0,1037,0.46,0
38,53358,North,HR,0,933,0.39,0
33,70462,West,Tech,1,1614,0.87,1
38,51878,East,HR,0,797,0.24,0
28,43558,South,Admin,1,879,0.97,0
54,51834,East,Admin,0,1597,0.96,0
53,58149,East,Sales,1,750,0.25,0
52,50732,North,Sales,1,834,0.35,0
36,50608,East,Tech,1,955,0.9,0
37,39470,South,Sales,0,1252,0.97,0
35,40056,North,Admin,0,1062,0.44,0
64,28960,North,Tech,1,612,0.32,0
58,76243,West,Tech,0,840,0.53,0
31,31342,West,Sales,1,817,0.69,0
32,39606,East,Admin,1,976,0.27,0
48,39223,West,Tech,0,1127,0.74,0
18,63423,West,Admin,1,1125,0.05,0
20,45575,West,Admin,0,467,0.05,0
33,68716,North,Admin,1,1319,0.39,0
40,39897,North,Sales,0,1075,0.35,0
28,54184,North,HR,1,1415,0.32,0
29,37469,West,HR,1,1133,0.49,0
27,82177,North,Tech,0,1330,0.32,0
49,32186,West,Admin,1,1139,0.19,0
33,54647,North,Sales,1,1403,0.31,0
25,59506,North,Admin,0,1156,0.97,0
55,56206,South,Admin,1,970,0.41,0
29,47220,East,Sales,0,1681,0.44,0
41,48052,West,HR,1,1266,0.58,0
45,50657,South,Admin,0,1172,0.98,0
25,47794,North,Admin,1,617,0.24,0
45,64458,West,HR,1,613,0.68,1
53,83157,North,Sales,1,1087,0.72,1
43,41637,East,Tech,0,1043,0.61,0
25,29452,South,HR,0,815,0.09,0
45,48675,East,Tech,0,1042,0.68,0
45,88695,South,Tech,0,1476,0.06,0
54,37944,North,HR,1,1208,0.6,0
58,74586,East,Admin,1,657,0.74,1
53,75165,East,Tech,0,966,0.21,0
44,41696,North,Tech,0,758,0.84,0
34,58534,East,Sales,0,883,0.03,0
26,74425,West,Admin,1,875,0.84,1
50,44313,South,Tech,0,856,0.46,0
37,46946,South,Sales,0,623,0.22,0
30,41274,South,Admin,1,961,0.13,0
45,34778,West,HR,1,831,0.95,0
46,40260,South,HR,0,121,0.07,0
30,31640,North,Sales,1,1615,0.2,0
63,50511,East,HR,0,1326,0.35,0
52,38450,West,Tech,1,887,0.62,0
23,53506,South,Admin,0,1005,0.54,0
35,26661,North,Tech,0,648,0.13,0
22,54963,East,Tech,0,1508,0.29,0
64,62502,East,HR,0,1569,0.24,0
42,20093,West,Tech,1,1047,0.21,0
19,55610,West,HR,1,1307,0.41,0
27,68415,West,Admin,1,1052,0.7,1
47,31855,North,Admin,1,598,0.22,0
62,75088,North,Tech,0,876,0.37,0
22,56285,West,Sales,0,1039,0.39,0
50,39424,South,HR,1,863,0.98,0
18,49163,East,HR,1,934,0.95,0
35,58374,East,Tech,1,972,0.8,1
49,51140,North,HR,1,975,0.24,0
64,58081,East,HR,1,1015,0.07,0
28,36189,South,Sales,0,681,0.32,0
38,52540,East,Sales,0,784,0.27,0
43,28794,North,Tech,0,614,0.51,0
42,48331,North,Sales,1,1293,0.78,0
39,36441,South,Tech,1,368,0.86,0
44,38967,South,Admin,1,1346,0.84,0
30,68541,East,Tech,1,1415,0.36,0
50,66369,East,Admin,0,909,0.69,0
51,59137,North,Tech,0,219,0.31,0
58,33615,South,HR,1,891,0.06,0
52,45253,South,Sales,0,980,0.7,0
18,68196,South,Admin,0,696,0.01,0
38,52125,East,Tech,1,845,0.41,0
23,84789,South,Sales,1,1459,0.33,0
45,55899,North,Tech,1,1199,0.69,1
34,52880,North,Sales,1,722,0.77,0
22,45363,East,Sales,1,520,0.3,0
48,52003,West,Tech,1,901,0.81,0
22,47712,East,Admin,0,935,0.29,0
55,60621,West,Admin,0,1148,0.45,0
20,64350,South,HR,1,839,0.73,1
40,38210,East,Sales,0,1153,0.69,0
54,30031,North,HR,1,1580,0.99,0
54,22456,South,HR,1,1244,0.23,0
27,57619,North,Tech,1,985,0.66,1
27,33449,South,Tech,1,945,0.61,0
36,17706,East,Tech,0,892,0.92,0
34,55828,West,Sales,1,1354,0.16,0
38,87394,South,Tech,0,811,0.75,0
31,49908,West,Tech,1,1013,0.57,0
26,62577,South,Sales,1,1015,0.27,0
63,51227,North,Sales,1,849,0.47,0
18,48516,North,Admin,0,588,0.33,0
62,63786,South,Tech,1,1096,0.58,1
30,45645,West,Tech,1,981,0.89,0
21,54010,East,Tech,1,1150,0.57,0
18,54825,East,Admin,0,839,0.63,0
57,39978,North,Tech,0,1366,0.52,0
49,64880,East,Admin,0,736,0.05,0
51,47375,North,HR,1,1513,0.23,0
45,38663,East,Admin,0,475,0.49,0
48,58047,South,HR,1,1130,0.31,0
25,36522,North,Tech,0,1142,0.18,0
56,50422,North,HR,0,761,0.5,0
43,49863,South,Admin,1,1127,0.32,0
51,66288,North,Sales,0,1383,0.26,0
20,57120,East,HR,1,334,0.46,0
29,49624,East,HR,1,1150,0.13,0
18,62266,North,Tech,0,252,0.93,0
61,70853,East,Admin,1,710,0.87,1
22,58367,West,HR,1,1488,0.71,1
47,50155,North,HR,0,825,0.11,0
47,30322,South,HR,0,647,0.78,0
34,34023,West,HR,1,940,0.81,0
64,45421,North,Sales,0,1620,0.77,0
40,40857,South,Admin,1,450,0.11,0
32,47195,East,Tech,1,684,0.64,0
54,50849,South,Tech,0,1449,0.83,0
38,57945,West,Sales,0,1557,0.58,0
31,48942,East,Admin,0,968,0.65,0
19,57297,North,HR,0,628,0.46,0
28,50967,East,Sales,1,1628,0.53,0
56,20368,North,Admin,1,1478,0.03,0
55,35909,North,HR,0,1203,0.64,0
51,47838,South,Sales,0,756,0.08,0
55,31854,South,Admin,1,985,0.44,0
51,58998,South,Tech,1,951,0.29,0
35,72961,West,Tech,1,1099,0.55,1
47,68281,West,Admin,1,1435,0.13,0
32,46798,South,Tech,0,1263,0.69,0
44,72360,West,Admin,1,676,0.8,1
51,52230,East,HR,1,1412,0.16,0
55,44943,East,Admin,0,1093,0.1,0
50,40798,West,HR,1,1206,0.15,0
41,45462,West,Sales,1,1439,0.88,0
32,44177,East,Admin,0,666,0.53,0
47,52556,North,Sales,0,989,0.47,0
59,52408,East,Tech,0,840,0.11,0
34,50045,East,HR,1,529,0.65,0
22,56554,West,Admin,1,1104,0.87,1
46,67859,East,Sales,0,1753,0.83,0
21,64243,West,HR,0,447,0.63,0
27,27726,West,HR,1,990,0.08,0
34,11691,South,Tech,0,1192,0.11,0
27,64014,East,Tech,0,1036,0.05,0
34,29496,North,HR,0,966,0.26,0
37,46628,South,HR,1,610,0.14,0
41,32448,West,Admin,1,1069,0.26,0
22,22970,West,HR,1,772,0.39,0
51,58121,North,Admin,1,343,0.94,1
23,61387,West,HR,1,1358,0.61,1
19,41352,East,Tech,1,1287,0.83,0
30,11134,South,Admin,0,1015,0.71,0
60,41806,West,Sales,1,1068,0.11,0
60,55877,West,Tech,1,1322,0.74,1
28,27816,North,Admin,0,1067,0.28,0
64,52750,East,Admin,1,1271,0.64,0
40,49770,West,Sales,1,910,0.34,0
33,58689,North,Admin,0,1393,1.0,0
48,51793,West,HR,0,1096,0.26,0
28,35403,North,Sales,0,1058,0.28,0
33,67948,North,Tech,1,618,0.93,1
25,47622,East,Tech,0,1086,0.02,0
21,49590,West,HR,1,750,0.7,0
57,36000,East,Tech,1,808,0.73,0
21,43350,North,Admin,1,755,0.84,0
42,36727,South,Admin,1,680,0.97,0
20,47405,West,HR,0,1637,0.98,0
49,75675,South,Tech,0,1399,0.07,0
20,29421,West,Tech,1,1576,0.82,0
44,25796,East,HR,0,633,0.65,0
46,72067,East,Sales,1,1021,0.65,1
49,46860,East,Tech,1,611,0.13,0
36,39963,East,Sales,1,791,0.65,0
38,65598,East,Tech,0,724,0.98,0
22,40915,South,Tech,1,1371,0.91,0
35,77390,East,Tech,1,881,0.44,0
45,60168,North,Tech,0,1320,0.04,0
59,42681,North,Admin,0,1181,0.36,0
39,82359,South,Sales,0,1691,0.83,0
38,40914,West,Sales,0,556,0.7,0
23,61131,North,Tech,1,1377,0.46,0
18,54489,West,Tech,0,1343,0.06,0
22,69526,South,Sales,1,707,0.43,0
58,73422,West,Admin,0,1302,0.47,0
29,50480,West,HR,0,1100,0.93,0
43,38698,West,HR,0,931,0.64,0
63,56899,West,Sales,0,752,0.31,0
51,39834,South,Tech,0,784,0.53,0
31,80200,North,Tech,0,1614,0.07,0
43,52048,East,Admin,1,1000,0.97,0
62,44520,West,HR,0,1234,0.36,0
44,52770,North,Admin,0,762,0.48,0
26,29793,North,HR,0,766,0.36,0
43,35425,South,Sales,0,1324,0.68,0
64,68006,North,HR,1,595,0.66,1
39,40146,South,Admin,0,875,0.72,0
64,34296,West,Admin,0,1010,0.27,0
47,58049,West,Admin,0,1033,0.32,0
60,67785,East,Sales,0,946,0.13,0
34,60784,East,HR,1,1118,0.66,1
43,64940,East,HR,0,1207,0.04,0
53,38648,North,Admin,1,1220,0.6,0
18,28672,West,HR,0,704,0.87,0
25,72520,South,Tech,1,914,0.89,1
52,45159,East,Tech,1,1358,0.45,0
32,46237,South,Tech,0,1268,0.46,0
64,69922,South,HR,0,588,0.08,0
39,58343,East,Sales,1,1105,0.67,1
31,56838,West,Sales,1,406,0.82,1
43,82475,East,Sales,0,1014,0.24,0
45,40347,South,Sales,1,1569,0.42,0
40,63917,East,Tech,1,715,0.84,1
31,50855,South,Tech,1,749,0.88,0
41,54028,South,Admin,0,1229,0.24,0
19,72927,East,HR,1,537,0.55,1
62,57617,North,HR,1,810,0.19,0
43,58074,East,Sales,1,1178,0.1,0
31,66087,North,Tech,0,809,0.91,0
24,44525,South,Sales,0,929,0.82,0
20,37411,South,Admin,1,1223,0.76,0
64,34327,North,HR,0,1126,0.05,0
40,20504,South,HR,1,1080,0.84,0
63,80843,North,Sales,0,898,0.44,0
60,33451,North,Admin,0,1111,0.34,0
64,46681,South,HR,1,962,0.55,0
62,45847,West,Admin,0,1137,0.09,0
35,54611,North,Admin,0,850,0.76,0
55,62236,East,Sales,0,945,0.58,0
52,62907,East,Tech,1,703,0.19,0
32,41253,South,Sales,0,989,0.19,0
42,47493,West,Tech,0,756,0.18,0
54,54238,South,Admin,1,665,0.06,0
45,46269,West,Tech,0,1077,0.59,0
27,74110,North,Admin,0,1063,0.84,0
56,57364,North,HR,0,1234,0.02,0
34,61023,North,HR,0,870,0.05,0
56,59943,North,HR,0,1122,0.57,0
39,67602,East,Sales,1,1165,0.82,1
43,52715,East,Sales,1,1133,0.33,0
61,30547,South,Admin,0,752,0.35,0
42,55995,West,HR,0,1044,0.6,0
34,40229,North,Sales,0,1109,0.27,0
30,42070,North,HR,1,1002,0.03,0
37,58795,West,Sales,1,374,0.74,1
42,68574,West,Tech,0,1048,0.63,0
21,50319,South,Tech,0,1663,0.58,0
27,54632,West,HR,1,891,0.74,0
20,75533,North,Admin,0,781,0.68,0
58,53611,North,Sales,1,1112,0.21,0
62,89025,North,Sales,1,1093,0.35,0
35,58482,North,Tech,0,1357,0.13,0
64,23588,North,Tech,1,622,0.13,0
53,61300,South,Admin,0,1219,0.68,0
64,55717,North,Admin,0,1177,0.86,0
39,69346,South,Admin,0,957,0.96,0
51,60097,North,HR,0,1101,0.63,0
64,47923,East,Tech,0,1308,0.18,0
25,31635,East,HR,0,1261,0.11,0
57,46864,East,Tech,1,657,0.81,0
61,37242,East,Tech,1,1246,0.58,0
36,41292,South,Sales,1,980,0.62,0
59,58828,South,Tech,1,1021,0.78,1
58,75048,West,Tech,0,1021,0.7,0
54,55920,North,HR,1,954,0.83,1
23,32061,East,Tech,1,1357,0.06,0
43,56669,South,HR,1,974,0.75,1
51,67949,North,Admin,0,664,0.85,0
62,40853,North,Tech,1,881,0.29,0
23,47989,South,Tech,0,1053,0.64,0
54,50220,East,HR,1,1368,0.31,0
50,38226,West,Admin,0,1180,0.96,0
39,59724,North,Sales,0,744,0.03,0
38,48185,West,Admin,1,1745,0.58,0
23,56292,East,HR,0,1079,0.17,0
23,36687,East,Admin,0,1382,0.71,0
21,43438,West,HR,1,954,0.18,0
47,60835,East,HR,1,1160,0.24,0
28,44407,North,Sales,1,1251,0.49,0
47,75904,West,Tech,0,1365,0.91,0
48,44005,East,HR,0,1317,0.21,0
41,53370,West,HR,0,1261,0.14,0
26,63988,North,Sales,1,905,0.76,1
20,28724,East,HR,0,828,0.5,0
48,23587,North,Tech,0,1099,0.91,0
57,27115,East,Sales,0,1279,0.15,0
54,68938,South,Tech,0,933,0.65,0
53,41722,East,Tech,0,1319,0.23,0
41,88372,West,Sales,0,1435,0.16,0
48,41536,East,HR,0,725,0.68,0
23,52768,North,Tech,1,748,0.59,0
19,73131,North,Tech,1,957,0.75,1
37,80091,East,Tech,1,1092,0.31,0
45,80922,West,Tech,0,842,0.45,0
28,68125,South,Sales,0,1405,0.41,0
21,65360,West,Sales,1,1127,0.98,1
32,58887,South,Admin,0,1011,0.29,0
23,61675,North,Admin,1,569,0.29,0
47,41732,West,Tech,0,605,0.35,0
55,37727,South,HR,0,1084,0.56,0
19,49949,East,Tech,1,360,0.25,0
32,47447,North,HR,1,1303,0.92,0
28,43201,East,Tech,1,952,0.27,0
25,60445,North,Admin,1,1972,0.9,1
43,64329,West,Admin,1,1692,0.1,0
62,51326,West,HR,0,945,0.66,0
61,72162,North,Tech,0,968,0.91,0
22,32874,North,HR,0,1298,0.17,0
23,47095,North,Admin,1,1510,0.97,0
43,39247,West,Tech,1,508,0.45,0
21,22001,South,Tech,1,464,0.95,0
36,48759,East,HR,1,813,0.68,0
37,48173,East,Sales,1,1174,0.3,0
50,72701,West,HR,1,1149,0.19,0
37,59462,East,Admin,0,1320,0.3,0
29,34637,North,Admin,0,640,0.09,0
64,77811,South,Admin,0,305,0.14,0
18,68315,East,Admin,0,1257,0.1,0
43,58731,South,Admin,0,751,0.42,0
31,46602,North,Sales,1,394,0.8,0
55,35608,East,Tech,1,1043,0.14,0
54,44416,West,HR,1,1237,0.13,0
28,66331,South,HR,1,963,0.64,1
53,78268,North,Admin,1,862,0.2,0
30,73148,South,HR,1,952,0.1,0
60,42667,East,Admin,0,888,0.17,0
20,33205,East,Sales,1,595,0.92,0
50,52113,West,Sales,1,785,0.82,0
23,23473,North,Tech,1,1156,0.35,0
27,54847,North,Sales,1,1096,0.66,0
22,47785,West,Sales,0,1050,0.54,0
40,43009,West,Tech,0,701,0.68,0
27,26079,North,HR,1,945,0.68,0
61,57704,South,Admin,0,346,0.63,0
19,42009,South,Admin,0,1053,0.27,0
27,40435,North,Admin,1,643,0.3333120668787862,0
54,42686,North,Admin,0,1185,0.3913623219680682,0
26,43199,East,Tech,1,951,0.2755136566514284,0
46,45378,West,Sales,0,849,0.9477440050575011,0
22,76040,South,HR,1,1081,0.40977801256338964,0
20,57761,West,Admin,0,716,0.8384589375981459,0
30,41619,East,HR,0,1282,0.5662299571575025,0
52,51989,West,Admin,0,477,0.14141869694855402,0
31,46333,North,HR,1,705,0.9162800165789682,0
41,53368,West,HR,0,1262,0.18359096243142375,0
33,64076,North,Tech,1,976,0.37188057812392167,0
27,46629,North,Admin,1,1442,1.0,0
58,64946,North,HR,1,526,0.44250793465225646,0
29,76563,North,Admin,1,741,0.6671533443484716,1
21,17702,East,Admin,1,491,1.0,0
36,53652,East,Sales,1,964,0.720392804062509,0
20,64116,West,Sales,1,588,0.5085413410829348,1
44,42033,East,HR,0,879,0.496630303834491,0
28,65982,North,HR,0,1014,0.9005019914450397,0
42,78710,East,Admin,0,1699,0.8859032247248549,0
46,72357,West,Admin,1,676,0.726374854824296,1
47,38478,East,Admin,1,1066,0.49440490818342847,0
21,70330,South,Tech,1,905,0.17836294701950853,0
55,53366,West,Sales,1,1065,0.00768509176652199,0
54,30031,North,HR,1,1582,1.0,0
61,44521,West,HR,0,1230,0.36502475694942443,0
41,53013,North,Sales,1,668,0.11101212003117247,0
22,47715,East,Admin,0,937,0.3016718628014656,0
53,57368,North,HR,0,1239,0.0,0
36,69942,East,Tech,1,1185,0.002280727471388709,0
21,43582,North,HR,1,941,0.25053537729087694,0
34,48172,East,Sales,1,1172,0.3112134125261163,0
35,31233,South,Sales,1,655,0.2901569561659695,0
44,55897,North,Tech,1,1196,0.6357322652148073,1
59,63870,South,Admin,1,643,0.9821584375967705,1
31,53290,South,HR,0,821,0.8863802047531185,0
41,70177,West,Tech,1,915,0.33134056397181855,0
19,58370,West,HR,1,1483,0.7138757084421196,1
63,28402,North,Tech,0,364,0.2726192524620013,0
15,29417,West,Tech,1,1574,0.8184117798145998,0
21,39454,North,Admin,1,1036,0.2791745194211884,0
57,50420,North,HR,0,758,0.4865246259974816,0
28,38332,South,Admin,1,852,0.6602731174101675,0
32,72441,East,Sales,0,421,0.9075419452478075,0
55,81320,West,Sales,0,1625,0.7575881817938869,0
43,35758,East,Admin,1,1367,0.4309041717624877,0
22,23473,North,Tech,1,1152,0.40101728305189377,0
23,82176,North,Tech,0,1326,0.3114128511783585,0
53,44006,East,HR,0,1319,0.14467439356823747,0
20,42005,South,Admin,0,1055,0.276840957654451,0
39,67519,North,Sales,1,1271,0.6156536026549873,1
53,32185,West,Admin,1,1138,0.25555627867682446,0
18,47784,West,Sales,0,1055,0.4853621034955989,0
23,64242,West,HR,0,448,0.5268170630737339,0
33,60827,South,Tech,1,1037,0.25786645651835116,0
68,46680,South,HR,1,957,0.5820506846689572,0
18,56555,West,Admin,1,1099,0.8121895659393081,1
19,50892,East,Admin,0,1502,0.70469693827857,0
44,41351,West,Sales,0,938,0.6451951005972879,0
42,59114,West,Tech,0,422,0.5625607095069631,0
39,87389,South,Tech,0,808,0.7103744792645383,0
20,59326,West,Sales,0,499,0.34987605597489607,0
30,12513,North,HR,0,980,0.553597982402948,0
20,69531,South,Sales,1,707,0.3909153681645577,0
38,29965,South,Tech,0,1178,0.2655474338136077,0
48,40830,West,Admin,0,1340,0.8623642052174726,0
58,25314,North,Sales,0,1540,0.6682915340505546,0
50,27452,West,Admin,1,1066,0.01082634753165905,0
62,25317,North,Sales,0,1544,0.6960622426167248,0
52,59138,North,Tech,0,215,0.3850969545270805,0
63,33950,West,Tech,0,515,0.8459805956525943,0
36,54029,South,Admin,0,1229,0.24292953466901746,0
21,57403,East,Admin,0,1100,0.23655142693794104,0
31,46793,South,Tech,0,1267,0.6408494567383856,0
38,49950,South,Sales,0,537,0.7007691349109936,0
33,81135,North,HR,1,774,1.0,1
26,58369,West,HR,1,1484,0.6870197266721806,1
28,49942,South,Sales,0,543,0.7095753296642633,0
37,58887,South,Admin,0,1012,0.2641966518071879,0
23,27724,West,HR,1,993,0.08704021132332766,0
69,58284,East,HR,0,1032,0.45164119019538074,0
64,41805,West,Sales,1,1073,0.16235039755432212,0
37,63084,North,Sales,0,886,0.20285951775073302,0
49,86050,South,Sales,0,1000,0.3346386957495985,0
33,65149,West,HR,1,1583,0.3178955073775336,0
57,47193,South,HR,0,1359,0.22875297593012806,0
44,61575,West,Sales,1,940,0.2239475818798439,0
22,68833,South,HR,0,866,0.1407429109532445,0
40,41692,North,Tech,0,761,0.8339205991818275,0
44,38970,South,Admin,1,1342,0.9036234987255992,0
38,40914,West,Sales,0,552,0.6286811513780913,0
31,59207,East,Tech,1,1051,0.06924174691912635,0
56,43680,West,HR,0,944,0.9462472255733737,0
32,66332,South,HR,1,963,0.6462546570859885,1
37,11688,South,Tech,0,1191,0.12397467381036252,0
28,56366,North,Admin,1,988,0.1391089468156201,0
25,47223,East,Sales,0,1677,0.43559524873840055,0
42,58754,West,Tech,0,1308,0.7147922430620437,0
53,81131,South,Tech,1,1409,0.4201092148869328,0
52,54243,South,Admin,1,664,0.0,0
46,46399,South,HR,0,371,0.3016106351043455,0
44,52966,North,Admin,0,1159,0.8376105278906287,0
28,76043,South,HR,1,1088,0.41012262606032157,0
50,24459,North,Tech,0,946,0.43539425018501154,0
58,39091,West,HR,0,965,0.13553803958674904,0
35,58688,North,Admin,0,1395,0.9913250234891359,0
34,54339,South,Tech,0,831,0.6329448598494587,0
21,40980,East,Admin,0,1053,0.7794728713684523,0
54,44756,South,HR,0,255,0.5290489648467048,0
58,67836,North,Tech,1,840,0.11761812548944686,0
17,41747,North,Tech,0,1204,0.8733112670450109,0
41,30575,East,Sales,0,839,0.3273929936535098,0
36,41296,South,Sales,1,982,0.5437883909996837,0
51,44184,West,Sales,0,1542,0.06729262371265389,0
31,54611,North,Admin,0,851,0.6657003236872727,0
22,57187,North,Admin,1,1104,0.14901545882019457,0
65,18771,East,HR,0,1030,0.7573391221495458,0
62,30549,South,Admin,0,747,0.31549518659092896,0
48,65564,West,HR,0,976,0.21880787361953363,0
52,41904,North,Tech,1,506,0.7213193248651877,0
34,56125,South,Tech,0,1190,1.0,0
67,55654,West,Tech,1,694,0.21823177504681865,0
45,64458,West,HR,1,609,0.7015491155408239,1
60,33202,North,HR,0,1407,0.4229177655008471,0
21,34607,West,Tech,0,987,0.80015255004326,0
65,50512,East,HR,0,1323,0.43484570289384833,0
22,54928,West,Sales,1,1541,0.48754542955192576,0
36,41250,South,Sales,0,985,0.20846211245808566,0
38,60779,East,HR,1,1113,0.6575932368034366,1
35,49256,North,HR,0,583,0.8129761721494944,0
42,65764,East,Sales,0,1249,0.6380062572978824,0
37,58653,East,Admin,0,1060,0.1555375844706904,0
47,52109,West,Sales,1,789,0.8700357213619662,0
34,58692,North,Admin,0,1396,1.0,0
65,76914,South,Admin,1,1096,0.42612331781722224,1
67,74503,South,Tech,0,1424,0.02931305166926539,0
63,76914,South,Admin,1,1095,0.5242336080278661,1
43,49432,South,Sales,0,1026,0.19103024100026994,0
43,40256,South,HR,0,117,0.0,0
41,46951,South,Sales,0,622,0.23247571069231532,0
51,54195,West,HR,0,989,0.0,0
25,62443,West,HR,0,852,0.3930513229635703,0
56,33455,North,Admin,0,1110,0.4011895717384245,0
21,61149,West,Tech,1,1282,0.8808189020849757,1
51,44180,West,Sales,0,1546,0.005629839769569975,0
45,47411,South,Tech,0,1111,0.6539609685500678,0
38,33066,South,Admin,1,357,0.4158075223462053,0
42,40352,South,Sales,1,1573,0.4227745972310262,0
43,17020,East,Tech,0,819,0.05032675254780492,0
53,58457,West,Sales,0,708,0.38689893871055575,0
44,57411,North,Admin,0,725,0.6602744811561717,0
22,40214,East,Tech,1,896,0.0016409368018527257,0
44,34782,West,HR,1,830,0.9172067479857334,0
62,65708,West,Admin,0,445,0.3244729095892186,0
38,59493,West,Admin,0,873,0.5455563144529841,0
17,24601,North,HR,1,760,0.6208761011657038,0
21,30582,North,Tech,1,1352,0.33999475118743056,0
67,56901,West,Sales,0,754,0.33863425891996474,0
58,54794,East,Admin,1,972,0.5645962232324916,0
22,63423,West,Admin,1,1129,0.05614180163742853,0
32,49620,East,HR,1,1149,0.03510988120698831,0
24,60508,West,Sales,0,1079,0.7857988358050745,0
51,56603,South,Admin,0,1128,1.0,0
51,46687,West,Sales,0,891,0.9799310638187727,0
29,41275,South,Admin,1,961,0.11852131781043625,0
52,35606,East,Tech,1,1046,0.12868307128360518,0
50,42034,South,HR,1,1225,0.06212582252846098,0
56,64939,North,HR,1,534,0.512041063568876,0
28,41559,North,Sales,0,1383,0.8572981207504548,0
23,49317,East,Sales,0,1394,0.6314438956883621,0
48,58077,East,Sales,1,1174,0.06792488780620336,0
62,54188,West,Admin,0,1223,0.6214392177816054,0
63,58551,East,Admin,1,972,0.5187506613080718,0
35,54335,South,Tech,0,828,0.4383820754320948,0
56,53360,West,HR,0,1364,0.2921040231469989,0
41,40657,North,Tech,1,1095,0.13624185099938219,0
20,44379,West,Sales,0,1518,0.6106583165192677,0
20,67412,West,HR,1,1044,0.41306732404654184,0
22,44427,South,HR,0,1141,0.20151884406777534,0
31,56835,West,Sales,1,402,0.7875505180167516,1
48,51136,North,HR,1,972,0.24369222684877198,0
54,50425,North,HR,0,766,0.47702057924303914,0
53,66628,East,Sales,1,1168,0.09497634909127982,0
43,60164,North,Tech,0,1325,0.09014689746883753,0
49,64583,East,Admin,1,1091,0.7100912894325896,1
48,62748,East,Tech,0,908,0.3158554869505431,0
43,69344,South,Admin,0,955,0.9997614310707437,0
54,42236,East,Tech,0,257,0.6455278382585123,0
49,86048,South,Sales,0,994,0.4017560898245601,0
17,48518,North,Admin,0,591,0.3044224784613264,0
57,63790,South,Tech,1,1096,0.5557719067846703,1
29,29788,North,HR,0,770,0.30714941687443864,0
49,54234,South,Admin,1,670,0.11305464126813587,0
22,34932,East,Tech,1,819,0.5368942843479837,0
42,61189,North,Admin,1,777,0.09812386973131906,0
19,51071,West,Tech,1,1050,0.15306273217968688,0
58,73426,West,Admin,0,1306,0.4022205687166892,0
53,51996,West,Admin,0,479,0.01261574252023346,0
61,46533,South,Tech,0,1357,0.7937529952493363,0
16,43070,West,Admin,0,579,0.4498747371707865,0
28,26079,North,HR,1,940,0.7099487278288324,0
63,60220,East,Sales,1,535,0.28687376282972793,0
46,75675,South,Tech,0,1397,0.038792430382616,0
52,66581,South,Sales,1,1278,0.31958084497914585,0
22,46105,West,Tech,0,667,0.28743918842585797,0
15,35132,North,HR,0,653,0.6904589547788902,0
42,61792,North,Tech,1,872,0.3703416828583527,0
41,36724,South,Admin,1,678,0.9212115469366491,0
38,58760,West,Tech,0,1314,0.891061219870483,0
44,34677,East,Tech,0,788,0.6692732756988907,0
60,33056,West,HR,1,1472,0.13717962172250847,0
48,43693,West,Sales,1,712,0.7922915348137504,0
39,56671,South,HR,1,977,0.8158983370603612,1
42,52542,East,Sales,0,781,0.28061047875935546,0
57,32856,West,Sales,0,1176,0.9378288409633124,0
21,31634,East,HR,0,1265,0.1181735385101937,0
30,75036,North,HR,1,1255,1.0,1
48,42035,South,HR,1,1227,0.12239568140027551,0
38,40224,North,Sales,0,1107,0.24308410702375707,0
25,53114,East,Tech,1,739,0.5508212674349909,0
48,50421,West,Tech,1,1329,0.7397565060820992,0
36,57092,South,HR,0,660,0.314354478178737,0
69,46682,South,HR,1,957,0.5935392920919506,0
31,53124,East,Admin,0,1056,0.2887769881385726,0
59,18771,East,HR,0,1029,0.7474892889126471,0
41,46267,West,Tech,0,1074,0.5273496936607899,0
39,49445,South,Sales,1,719,0.1888611334948311,0
55,44938,East,Admin,0,1096,0.16598533112942093,0
59,58901,West,Sales,0,549,0.46320416524938224,0
47,59119,West,Tech,0,430,0.47966590568502426,0
52,35317,South,HR,0,752,0.8551216565357231,0
26,31228,South,Sales,1,660,0.1900596755731904,0
48,52961,West,HR,0,1229,0.26137742487575844,0
17,70337,South,Tech,1,904,0.2546173207123171,0
39,30795,North,Tech,1,1249,0.6088202077979096,0
61,47400,West,Admin,0,821,0.8991596582477203,0
51,55915,West,Admin,0,848,0.3578479930479107,0
69,40807,East,Tech,1,777,0.7667593455523419,0
21,62306,East,Admin,1,782,0.05887525581216059,0
31,55941,West,Admin,0,1018,1.0,0
35,39661,West,Admin,1,1213,0.7247827885388687,0
34,11687,South,Tech,0,1197,0.061200766839924106,0
67,66370,North,Admin,0,945,0.8329894388781085,0
34,68719,North,Admin,1,1322,0.4134398924993918,0
35,49943,South,Sales,0,536,0.7783146634328868,0
44,62606,East,HR,0,668,0.009675272683754793,0
33,76964,North,Sales,0,766,0.7765958623409549,0
43,55195,West,Tech,0,998,0.06718659290349832,0
60,29832,South,Sales,1,1183,0.2840769584121706,0
26,55737,West,HR,0,762,0.6705794163362108,0
36,52910,South,Sales,0,873,0.2940030756087241,0
42,65998,South,Tech,1,1492,0.8244321108092348,1
61,37246,East,Tech,1,1245,0.6187397929072285,0
32,36219,South,Tech,0,1045,0.5190714939838345,0
53,51293,North,HR,0,1191,0.2859116619059832,0
38,52880,North,Sales,1,726,0.768286696759892,0
